연관키워드,월간검색수(PC),월간검색수(모바일),월평균클릭수(PC),월평균클릭수(모바일),월평균클릭률(PC),월평균클릭률(모바일),경쟁정도,월평균노출 광고수
포대모래,10,10,0.3,0,2.57%,-,높음,3
수원골재,10,10,0.7,0,7.15%,-,높음,7
수목영양제,10,10,0.1,0.5,0.66%,2.95%,높음,8
모종팜,10,10,0.8,0,8.7%,-,높음,3
조경판석,10,10,0.6,1.3,3.18%,10.42%,높음,7
야외정원조명,10,10,0.4,0.3,3.3%,2.78%,높음,7
LED정원조명,10,10,0,0.8,-,7.7%,높음,7
화분고정,10,10,0.3,0,2.57%,-,높음,3
구근식물키우기,10,10,0,0,-,-,높음,3
화산석가루,10,10,0.3,0,3.34%,-,높음,3
거리조명,10,10,0.7,0.3,5.5%,2.09%,높음,7
DIY공간박스,10,10,0.3,0,3.04%,-,높음,3
전기식분무기,10,10,0,1.8,-,12.73%,높음,7
28파이뚜껑,10,10,0.3,0,2.78%,-,높음,3
육묘용트레이,10,10,1.8,0.8,10.67%,4.48%,중간,4
동력분무기모터,10,10,0.3,0,2.78%,-,높음,3
BVB상토,< 10,10,0,0,-,-,높음,3
식물분갈이흙,< 10,10,0,0,-,-,높음,7
분갈이흙파는곳,< 10,10,0,0,-,-,낮음,0
수국분갈이흙,< 10,10,0,0,-,-,높음,3
분갈이퇴비,< 10,10,0,0,-,-,낮음,0
원예용마사토,< 10,10,0,0.8,-,4.42%,높음,3
텃밭상토,< 10,10,0,0.3,-,2.5%,높음,3
분재분갈이흙,< 10,10,0,0.3,-,1.54%,중간,5
퇴비파는곳,< 10,10,0,0.5,-,6.25%,높음,8
분갈이토,< 10,10,0,1,-,10%,높음,3
텃밭배양토,< 10,10,0,0,-,-,높음,3
원예용퇴비,< 10,10,0,1,-,10%,높음,8
출장화분분갈이,< 10,10,0,1,-,6.67%,높음,7
해찬솔배양토,< 10,10,0,0,-,-,높음,3
마사토미립,< 10,10,0,0.3,-,1.93%,높음,3
세척자갈,< 10,10,0,0.3,-,2.44%,높음,3
K파워,< 10,10,0,0,-,-,중간,1
가벼운흙,< 10,10,0,0,-,-,높음,3
상토파는곳,< 10,10,0,0.3,-,2.78%,높음,3
조개탄비료,< 10,10,0,0.5,-,3.13%,높음,3
하나로상토,< 10,10,0,0.5,-,3.93%,높음,3
유기농흙,< 10,10,0.3,0.5,11.12%,3.28%,높음,3
텃밭마사토,< 10,10,0.3,0,33.34%,-,높음,3
휴가토세립,< 10,10,0.5,1.3,8.34%,8.34%,중간,2
다육이모래,< 10,10,0.7,0.8,7.41%,6.39%,높음,3
한아름블루베리상토,< 10,10,0,0.8,-,8.34%,높음,3
한아름원예상토,< 10,10,1,0.3,11.12%,2.33%,높음,3
분당분갈이,< 10,10,0,0,-,-,높음,3
김포분갈이,< 10,10,0,0,-,-,낮음,0
송파분갈이,< 10,10,0,0.8,-,6.39%,낮음,0
벼비료,< 10,10,0,0,-,-,높음,3
배양토파는곳,< 10,10,0.3,0.3,33.34%,2.28%,높음,3
식물케어,< 10,10,0,0,-,-,높음,7
다육이전용토,< 10,10,0,1,-,7.28%,중간,5
다육이전용분갈이흙,< 10,10,0.7,0.5,33.34%,3.39%,높음,3
다육이쇼핑몰,< 10,10,0,0.3,-,2.78%,높음,3
넘버원상토,< 10,10,0,0.5,-,4.55%,높음,3
미원비료,< 10,10,0,0,-,-,중간,1
식물가구,< 10,10,0,0.6,-,5.56%,높음,3
부사토,< 10,10,2,2,40%,13.34%,중간,1
배추비료,< 10,10,0.1,0.8,1.25%,4.42%,높음,10
압축건계분,< 10,10,0,0.5,-,4.17%,높음,3
영양흙,< 10,10,0,0.3,-,1.79%,높음,3
자연흙,< 10,10,0,0.5,-,3.28%,높음,3
트리맘몰,10,< 10,0,0,-,-,중간,1
파종흙,< 10,10,0.4,0.8,8.34%,5.89%,중간,2
포콘볼,< 10,10,0,0,-,-,중간,2
원예심리,< 10,10,0.3,0.5,5.56%,3.34%,높음,3
식물교육,< 10,10,0.3,0,4.17%,-,높음,3
식물수업,< 10,10,0,0.3,-,1.48%,높음,3
대구조경자재,< 10,10,0.3,1.5,11.12%,11.43%,높음,3
정원용품파는곳,< 10,10,0,1.3,-,12.5%,중간,6
도로포장재,10,< 10,0.3,0,2.09%,-,높음,8
경동바이오차,< 10,10,0,0,-,-,높음,3
화분싼곳,< 10,10,0,0.5,-,4.66%,높음,7
화분전문점,< 10,10,0,0.3,-,4.17%,높음,7
비료대왕,< 10,10,0,0,-,-,높음,3
원예용고형비료,< 10,10,0,0.3,-,3.13%,높음,3
마양구비료,< 10,10,0,1.8,-,12.73%,중간,5
고급난초,< 10,10,0.1,1.6,4.77%,9.53%,높음,7
그레이화분,< 10,10,0,0,-,-,높음,3
유리화병도매,< 10,10,0.1,1.7,4.77%,9.53%,높음,7
화분받침세트,< 10,10,0,0,-,-,높음,3
영천화분,< 10,10,0.1,0.3,3.58%,2.09%,높음,7
사무실꽃화분,< 10,10,0,0,-,-,높음,7
축하화분가격,< 10,10,0.1,0.5,1.57%,2.78%,높음,8
인기화분,< 10,10,0,0.5,-,3.23%,높음,7
주말농장퇴비,< 10,10,0,0,-,-,높음,3
화분부자재,< 10,10,0.7,0.5,16.67%,3.78%,높음,3
고양선인장,< 10,10,0,0.4,-,3.23%,높음,3
꽃화분가격,< 10,10,0,0,-,-,높음,7
화분용품,< 10,10,0.4,0,4.69%,-,높음,8
고무나무선물,< 10,10,0.1,0,4.77%,-,높음,7
축화화분,< 10,10,0,0,-,-,높음,7
사직동화분,< 10,10,0,0,-,-,높음,7
개관식화분,< 10,10,0,0.3,-,1.62%,높음,7
수성구개업화분,< 10,10,0,0.3,-,1.93%,높음,7
화분업체,10,< 10,0.6,0,4.77%,-,높음,7
개업화환배달,< 10,10,0.1,1.3,4.17%,6.58%,높음,8
개업고무나무,< 10,10,0,0.8,-,5%,높음,8
오래가는화분,< 10,10,0,0,-,-,높음,7
개업선물선인장,< 10,10,0,0,-,-,높음,3
집들이용화분,< 10,10,0.1,1.3,14.29%,9.62%,높음,7
공화분,< 10,10,0,0,-,-,낮음,0
크라톤,< 10,10,0,0.3,-,1.32%,낮음,0
개업화분매입,< 10,10,0,0,-,-,높음,3
오래사는화분,< 10,10,0,0.5,-,3.58%,높음,3
좋은화분,< 10,10,0,0,-,-,높음,3
상록수화분,< 10,10,0.8,0,12.13%,-,중간,5
도자기분재화분,< 10,10,0,0.3,-,1.79%,높음,7
도자기사각화분,< 10,10,0.3,0.8,6.67%,5.36%,높음,3
특대형도자기화분,< 10,10,0,0.8,-,5.89%,높음,3
화분도기,< 10,10,0,0,-,-,높음,3
사무실인테리어화분,< 10,10,0,1.5,-,16.67%,높음,7
고기집개업화분,< 10,10,0,0.3,-,1.93%,높음,8
전국화분,< 10,10,1,0.7,16.67%,3.9%,높음,10
대전꽃화분,< 10,10,0,0,-,-,낮음,0
대형화분구매,< 10,10,0.7,0.5,11.77%,2.78%,중간,6
이동화분받침대,< 10,10,0,0.3,-,2.5%,높음,3
화분항아리,< 10,10,0,0.3,-,1.32%,높음,3
호텔화분,< 10,10,0,0.8,-,6.25%,높음,8
송도화분배달,< 10,10,0.4,1,14.29%,9.1%,높음,7
개업화분해피트리,< 10,10,0,0.5,-,3.85%,높음,8
공중걸이화분,< 10,10,0,0.5,-,5.56%,낮음,0
코코넛행잉화분,< 10,10,0,0,-,-,낮음,0
행잉라탄바구니,< 10,10,0,0.3,-,1.79%,높음,3
공기정화화초,< 10,10,0,1.8,-,8.75%,높음,8
술집개업화분,< 10,10,0,0,-,-,높음,7
식물종합영양제,< 10,10,0,0.3,-,3.34%,높음,7
수박비료,< 10,10,0,0,-,-,높음,8
옥수수비료,< 10,10,0,0.3,-,1.39%,높음,7
가드닝브랜드,10,< 10,0,0,-,-,낮음,0
식물활성제,< 10,10,0.4,1,4.77%,7.15%,높음,7
토양분석기관,10,< 10,0.6,0.5,5.72%,8.7%,높음,7
비건인증비타민,< 10,10,0,0,-,-,높음,8
성분분석업체,10,< 10,1,0,6.67%,-,높음,7
유기NK,10,< 10,1,0,7.7%,-,중간,1
대파비료,< 10,10,0,0,-,-,높음,8
오이비료,< 10,10,0,0.3,-,2.28%,높음,7
포도비료,< 10,10,0,0.8,-,5.36%,높음,3
땅콩모종가격,< 10,10,0.2,0.8,3.85%,4.48%,중간,5
민들레모종,< 10,10,0.2,0,3.85%,-,중간,4
상추묘종,< 10,10,0.3,0,4.17%,-,높음,3
학교운동장마사토,10,< 10,0.3,0,2.39%,-,높음,7
배추영양제,< 10,10,0,0.5,-,4.17%,낮음,0
뿌리발근촉진제,< 10,10,0,0.8,-,6.25%,높음,8
뿌리톡,10,< 10,0,0,-,-,낮음,0
모종구입,< 10,10,0.2,0.5,2.23%,4.55%,중간,6
혹뿌리,< 10,10,0,0,-,-,중간,1
운동장평탄화,10,< 10,0.6,1.3,4.77%,15.63%,높음,7
고구마영양제,< 10,10,0,0.5,-,4.17%,높음,7
슈퍼클레이,< 10,10,0,0,-,-,중간,1
제충국제,< 10,10,0,0,-,-,낮음,0
비료판매,< 10,10,0,0.9,-,5.77%,높음,7
나무짱짱,10,< 10,1,0,6.67%,-,높음,3
수간주사법,< 10,10,0,0,-,-,중간,2
수간주입,< 10,10,0,0,-,-,중간,2
코르크가구,< 10,10,0,0,-,-,높음,3
원예고형비료,< 10,10,0,0.5,-,2.78%,높음,3
참외비료,< 10,10,0,0.3,-,2.71%,높음,3
루트겔,< 10,10,0,0.5,-,3.71%,높음,3
멸충대장,10,< 10,0.5,0,4.17%,-,중간,2
톱풀씨앗,< 10,10,0.3,0,16.67%,-,높음,3
생강비료,< 10,10,1,0.4,33.34%,2.71%,낮음,2
복숭아영양제,< 10,10,0,0.3,-,2.09%,높음,7
부추비료,< 10,10,0,0,-,-,중간,5
수박영양제,< 10,10,0,0.5,-,4.17%,높음,7
유실수비료,< 10,10,0,0.8,-,5.77%,높음,3
포도영양제,< 10,10,0,1,-,6.07%,높음,7
고추살균제,< 10,10,0,0,-,-,낮음,0
뉴추카추카,< 10,10,0.3,0,5.56%,-,높음,3
루드베키아키우기,< 10,10,0,0,-,-,높음,3
쿠라피아씨앗,< 10,10,0.4,2.6,7.15%,16.28%,중간,3
조경모래,< 10,10,0.3,0.9,4.77%,7.15%,높음,7
강자갈톤백,< 10,10,0.5,2,9.68%,15.39%,중간,6
골재생산,10,< 10,0.4,0,4%,-,중간,5
조경포장,10,< 10,0.7,0.6,5.13%,15.39%,높음,3
전원주택자갈,< 10,10,0,0.3,-,1.57%,높음,8
사프란구근,< 10,10,0,0,-,-,높음,3
엔알콘,10,< 10,0,0,-,-,낮음,0
백마사토,< 10,10,0,0.6,-,3.64%,높음,3
친마사토,10,< 10,0.3,0.3,2.6%,3.58%,높음,7
모래배달,< 10,10,0,0.3,-,2.13%,높음,3
작은자갈,< 10,10,0.1,2,1.64%,13.96%,높음,7
적과제,< 10,10,0.5,0,5.56%,-,중간,2
파라핀코팅,< 10,10,0,0,-,-,중간,2
깡마사,< 10,10,0,0,-,-,중간,1
물막이모래주머니,10,< 10,0.8,0.5,5.77%,5.56%,높음,8
에폭시자갈,< 10,10,0,0.3,-,1.67%,높음,7
파쇄석판매,< 10,10,0.4,1.5,10.72%,18.75%,높음,7
천연자갈,< 10,10,0.6,0.5,9.53%,7.41%,높음,7
삼잎국화종근,< 10,10,0,0.4,-,5.27%,중간,2
자연자갈,10,< 10,0.2,0.5,1.18%,10%,높음,10
왕사모래,< 10,10,0,0.3,-,1.39%,중간,5
골재구매,< 10,10,0.4,0.9,6.13%,5.77%,높음,7
흙고화제,10,< 10,0.9,0.3,6.13%,8.34%,높음,7
자갈천지,< 10,10,0.8,1.1,8.58%,9.76%,중간,4
파쇄석파는곳,< 10,10,0.3,0.5,5%,4.17%,높음,8
지압자갈,< 10,10,0.1,1.5,10%,10%,높음,10
매발톱꽃씨앗,< 10,10,0.3,0.3,33.34%,2.09%,높음,3
알자갈,< 10,10,1.5,0.8,21.06%,7.15%,중간,3
포장모래,10,< 10,0,0,-,-,높음,7
씨름모래,< 10,10,0,0,-,-,높음,3
농업용비료,< 10,10,0,0,-,-,높음,3
유기복합비료,< 10,10,0,0.3,-,1.67%,높음,3
톤백모래,< 10,10,0,0.8,-,6.25%,높음,8
여주골재,< 10,10,0,1.3,-,6.95%,높음,9
이천골재,< 10,10,0,0.5,-,5.56%,낮음,0
올유명,< 10,10,0,0,-,-,중간,1
강화석재,< 10,10,0,0.3,-,2.64%,높음,7
노지월동구근,< 10,10,0,0,-,-,높음,3
자갈정원,< 10,10,0.2,1.5,2.95%,8.83%,중간,6
그라스모종,< 10,10,0,0,-,-,높음,3
모래톤백,10,< 10,0.3,0.3,1.93%,2.5%,높음,8
미장모래,< 10,10,0.1,0.9,1.79%,5%,높음,7
자색양파모종,< 10,10,0,0,-,-,높음,3
항암배추모종,< 10,10,0,0.3,-,1.39%,중간,6
소나무살충제,< 10,10,0.4,0.8,5.07%,5.77%,높음,10
벙커사,10,< 10,0.7,0,6.07%,-,높음,3
망태돌,< 10,10,0.1,0.3,2.05%,2%,높음,7
씨름장모래,< 10,10,0.7,0.8,11.91%,6.25%,높음,7
미니가드닝,< 10,10,0,0.5,-,3.85%,높음,3
가든조명,< 10,10,0,0.3,-,1.79%,높음,10
가든꾸미기,< 10,10,0.3,0.3,9.53%,2.44%,높음,7
분무기용기,10,< 10,0.7,0.8,5.11%,10.72%,높음,7
농약뿌리는기계,< 10,10,0,0.5,-,3.85%,높음,3
수직녹화,< 10,10,0,0.3,-,2.78%,높음,7
씨앗쇼핑몰,< 10,10,0,1.3,-,8.93%,높음,8
종자파는곳,< 10,10,0,0.5,-,4.55%,높음,3
호즈물조리개,< 10,10,0,0.3,-,1.79%,높음,3
씨앗구입,< 10,10,0.7,2.8,8.93%,16.18%,높음,7
꽃씨심기,< 10,10,0,0,-,-,높음,3
2단화분받침대,< 10,10,0,0,-,-,높음,7
북주기삽,< 10,10,0,0.4,-,3.45%,높음,3
꽃끈,< 10,10,0.3,0.8,11.12%,5.46%,높음,3
나무고정끈,< 10,10,0,0.3,-,2.28%,높음,3
식물타이,< 10,10,0,1,-,5.8%,높음,3
원예용지지대,< 10,10,0,0.5,-,3.34%,높음,7
원예용타이,< 10,10,0,0.5,-,5%,높음,3
줄기지지대,< 10,10,0,0.3,-,2.5%,높음,3
식물벨크로,< 10,10,0,0,-,-,높음,3
시멘트대형화분,< 10,10,0,0,-,-,높음,3
자동화분,< 10,10,0,0,-,-,높음,3
직사각화분받침대,< 10,10,0.3,0,4.17%,-,높음,3
초화화분,< 10,10,0.3,0.3,8.34%,1.93%,높음,3
빈티지물조리개,< 10,10,0,0,-,-,높음,3
스텐물뿌리개,< 10,10,0,0,-,-,높음,3
정원토끼,< 10,10,0,1.5,-,11.54%,낮음,0
알파파씨앗,< 10,10,0.3,0.5,11.12%,4%,높음,3
홈가드닝용품,< 10,10,0.3,1,4%,6.67%,중간,4
플라스틱화분대,< 10,10,0,0,-,-,높음,3
큐브화분,< 10,10,0,0,-,-,높음,3
토분13호,< 10,10,0,0.8,-,5.36%,높음,3
통기화분,< 10,10,0,0.3,-,1.79%,높음,3
화분황토볼,< 10,10,0,0.3,-,1.48%,높음,3
심플콘솔,< 10,10,0,0.8,-,5%,높음,3
전원주택야외조명,< 10,10,0,0.5,-,4.66%,높음,7
렌틸콩씨앗,< 10,10,0.1,1.9,4.77%,13.34%,높음,7
공간박스대형,< 10,10,0.3,0,8.34%,-,높음,3
노지월동꽃씨,< 10,10,0,1.4,-,13.52%,높음,3
한국잔디씨,< 10,10,0.4,0.5,6.13%,4%,높음,7
다년생꽃씨,< 10,10,0.3,0.8,5%,5%,높음,8
모터식분무기,< 10,10,0,0,-,-,높음,3
북성분무기,< 10,10,0.1,0.3,4.17%,2.09%,높음,8
실내화분거치대,< 10,10,0,0,-,-,낮음,0
강낭콩모종,< 10,10,0.5,0.6,8.34%,5.13%,중간,4
그라스씨앗,< 10,10,0,0.5,-,5.27%,중간,6
메론모종,< 10,10,0,0,-,-,높음,3
산마늘종자,< 10,10,0,0.3,-,2.28%,높음,3
쑥씨,< 10,10,0.7,0.3,13.34%,1.97%,높음,3
엄나무종자,< 10,10,0,0,-,-,높음,3
작물씨앗,< 10,10,0.3,1,11.12%,6.25%,높음,3
참나물씨,< 10,10,0,1,-,6.25%,높음,3
취나물씨,< 10,10,0,0.5,-,4.17%,낮음,0
콩모종,< 10,10,0,0.3,-,1.93%,높음,3
피망모종,< 10,10,0,0,-,-,높음,3
꽃씨앗파는곳,< 10,10,0.8,2,25%,20%,높음,8
꽃씨구입,< 10,10,0,0.5,-,3.58%,높음,7
화분분갈이세트,< 10,10,0.3,0,4.77%,-,높음,3
양귀비꽃씨,< 10,10,0,0,-,-,높음,3
샐러드채소씨앗,< 10,10,0,0.3,-,2.09%,높음,3
중엽쑥갓,< 10,10,0,0.3,-,1.79%,높음,3
오성충전기,< 10,10,0,0.3,-,1.93%,높음,3
백일홍씨,< 10,10,0,0.5,-,4.55%,낮음,0
플랜테리어시공,< 10,10,0.1,0.3,2.86%,2.28%,높음,7
주행식분무기,10,< 10,0.3,0,2.6%,-,높음,7
개미취씨앗,< 10,10,0.3,0,33.34%,-,높음,3
자운영파종,< 10,10,0,0,-,-,높음,3
할미꽃씨,< 10,10,0,0,-,-,높음,3
유럽상추종자,10,< 10,0.3,0,3.04%,-,높음,3
페트뚜껑,< 10,10,0,0,-,-,낮음,0
대형블루베리화분,< 10,10,0,1.3,-,12.2%,높음,3
대형프라스틱화분,< 10,10,0.1,0,2.05%,-,높음,7
미니사각화분,< 10,10,0,0,-,-,높음,3
일체형화분,< 10,10,0,0,-,-,높음,3
유채꽃종자,10,< 10,0.7,0.8,7.15%,9.68%,중간,4
허브씨,< 10,10,0.1,0.3,2.5%,2.5%,높음,8
취나물파종,< 10,10,0,0,-,-,중간,2
칼라구근,< 10,10,1,0,12.5%,-,높음,3
해외씨앗,< 10,10,1.7,0.6,23.81%,5.27%,높음,3
희귀채소,< 10,10,0,0.8,-,4.69%,높음,3
포터블분무기,< 10,10,0.1,0,7.15%,-,높음,7
배양토10L,< 10,< 10,0,0,-,-,높음,3
분갈이흙20L,< 10,< 10,0,0,-,-,높음,3
원예배양토,< 10,< 10,0,0.3,-,5.27%,높음,3
지렁이가만든배양토,< 10,< 10,0,0,-,-,높음,3
대용량상토,< 10,< 10,0.3,0.5,8.34%,7.15%,높음,3
배양토분갈이흙,< 10,< 10,0,0,-,-,낮음,0
상토구입,< 10,< 10,0,0,-,-,높음,3
분갈이흙상토,< 10,< 10,0,0.3,-,3.58%,높음,3
조경비료,< 10,< 10,0,0.3,-,2.33%,높음,3
지렁이가만든친환경배양토,< 10,< 10,0,0,-,-,낮음,0
입상배양토,< 10,< 10,0,0.3,-,11.12%,중간,2
일반흙,< 10,< 10,0,0,-,-,높음,7
원예용용토,< 10,< 10,0,0,-,-,높음,3
마사토업체,< 10,< 10,0.3,0,16.67%,-,높음,3
조경용마사토,< 10,< 10,0.6,0.3,8.17%,8.34%,높음,7
매직소일,< 10,< 10,0,1,-,100%,중간,1
산림용비료,< 10,< 10,0,0,-,-,낮음,0
원타임1,< 10,< 10,0,0,-,-,중간,1
정한퇴비상토,< 10,< 10,0.3,0,33.34%,-,높음,3
조경용상토,< 10,< 10,0,0,-,-,높음,3
텃밭용상토,< 10,< 10,0,0.8,-,9.38%,높음,3
푸름이막대비료,< 10,< 10,1,0,13.05%,-,높음,3
화훼비료,< 10,< 10,0.7,0,22.23%,-,높음,3
친환경흙,< 10,< 10,0,0,-,-,높음,3
비료구입,< 10,< 10,0.4,0,6.13%,-,높음,7
잔디비료추천,< 10,< 10,0,0.3,-,6.25%,중간,5
조경상토,< 10,< 10,0,0,-,-,높음,3
분갈이흙배양토,< 10,< 10,0,0,-,-,높음,8
강남분갈이,< 10,< 10,0,0.3,-,2.78%,높음,3
원예자갈,< 10,< 10,0.4,0.6,14.29%,9.1%,높음,7
유기배양토,< 10,< 10,0,0,-,-,높음,3
식물관리서비스,< 10,< 10,0.1,0,4.77%,-,높음,7
과수원비료,< 10,< 10,0,0.5,-,7.15%,높음,3
퇴비구입,< 10,< 10,0,0,-,-,높음,3
가지비료,< 10,< 10,0,0,-,-,낮음,0
목초액파는곳,< 10,< 10,0,0.3,-,2.78%,중간,6
상토대량구매,< 10,< 10,0,0.8,-,10.35%,낮음,0
상토도매,< 10,< 10,0,0,-,-,높음,3
식물구독서비스,< 10,< 10,0,0.3,-,25%,낮음,0
나무렌탈,< 10,< 10,0.4,0.3,6.13%,6.25%,높음,7
모던히피스,< 10,< 10,1,0,33.34%,-,중간,1
씨앗흙,< 10,< 10,0.3,0,33.34%,-,높음,3
멀칭바크,< 10,< 10,0,0.5,-,8.34%,높음,3
솔림상토,< 10,< 10,0.3,0,11.12%,-,높음,3
수국상토,< 10,< 10,0,0,-,-,높음,3
압축계분,< 10,< 10,0.3,0.8,6.67%,7.5%,높음,3
원예용모래,< 10,< 10,0,0.3,-,4.17%,높음,3
채소비료,< 10,< 10,0,0,-,-,높음,3
채소흙,< 10,< 10,0,0.3,-,3.58%,높음,3
토마토흙,< 10,< 10,0,0,-,-,높음,3
허브흙,< 10,< 10,0,0,-,-,낮음,0
흙나라,< 10,< 10,0,0,-,-,낮음,0
사무실인테리어식물,< 10,< 10,0,0,-,-,높음,7
고운마사토,< 10,< 10,0.3,0,16.67%,-,높음,3
어린이식물교실,< 10,< 10,0,0,-,-,낮음,0
원예강의,< 10,< 10,0.7,0,33.34%,-,높음,3
유치원원예키트,< 10,< 10,0.7,0,33.34%,-,높음,3
블루베리전용토,< 10,< 10,0,0.3,-,3.13%,높음,3
텃밭복합비료,< 10,< 10,0,0,-,-,높음,3
원예물품,< 10,< 10,0,0,-,-,높음,3
원예용품도매,< 10,< 10,0.3,0.3,9.53%,4.17%,높음,7
조경소품,< 10,< 10,0.3,1.4,4.77%,23.81%,높음,7
조경자재판매,< 10,< 10,0,0,-,-,높음,7
준공조경,< 10,< 10,0.4,0,7.15%,-,높음,7
고추멀칭,< 10,< 10,0,0,-,-,높음,3
조경물품,< 10,< 10,0,0.3,-,2.57%,높음,7
화분전문,< 10,< 10,0,0,-,-,낮음,0
논편한올코팅,< 10,< 10,0,0.3,-,10%,높음,3
조경자재백화점,< 10,< 10,0.3,0,14.29%,-,높음,7
사무실화분분갈이,< 10,< 10,0.3,0,5.72%,-,높음,7
피트모스파는곳,< 10,< 10,0.1,0,2.39%,-,높음,7
골프장비료,< 10,< 10,0,0,-,-,낮음,0
조경용자재,< 10,< 10,0,0,-,-,낮음,0
원예자재도매,< 10,< 10,0,0,-,-,높음,7
3종복합비료,< 10,< 10,0,0.5,-,25%,높음,3
묘목비료,< 10,< 10,0,0,-,-,높음,3
비료영양제,< 10,< 10,0,0.3,-,3.58%,높음,3
유기질복합비료,< 10,< 10,0,0,-,-,높음,3
주말농장비료,< 10,< 10,0.3,0.3,4.17%,3.58%,높음,3
정원물품,< 10,< 10,0,0,-,-,낮음,0
분갈이모래,< 10,< 10,0,0,-,-,높음,3
인천출장분갈이,< 10,< 10,0,0,-,-,낮음,0
냄새없는거름,< 10,< 10,0,0,-,-,높음,3
줄무늬화분,< 10,< 10,0,0,-,-,높음,3
조숙경허브테라피,< 10,< 10,0,0,-,-,중간,1
키즈원예,< 10,< 10,0,0,-,-,높음,3
자이언트화분,< 10,< 10,0,0,-,-,낮음,0
모델하우스오픈화분,< 10,< 10,0,0,-,-,높음,3
키우기쉬운대형화분,< 10,< 10,0,0,-,-,높음,3
서울출장분갈이,< 10,< 10,0.6,0.3,10%,8.34%,높음,7
경조환,< 10,< 10,0,0,-,-,높음,7
개업식화분종류,< 10,< 10,0.4,0,12.5%,-,높음,8
철골난,< 10,< 10,0,0,-,-,중간,6
생일케이크꽃배달,< 10,< 10,0.3,0.5,14.29%,12.5%,높음,7
개업화분메세지,< 10,< 10,0,0,-,-,높음,3
다육이배달,< 10,< 10,0,0.4,-,4.77%,높음,3
소수점도자기,< 10,< 10,0,0,-,-,중간,2
유광화분,< 10,< 10,0,0,-,-,높음,3
녹보수배달,< 10,< 10,0.5,0.5,16.67%,10%,높음,8
공장이전화분,< 10,< 10,0,0.3,-,8.34%,높음,7
축하대형화분,< 10,< 10,0.1,0.3,4.77%,3.34%,높음,7
경조화분,< 10,< 10,0.4,0,6.13%,-,높음,7
뱅갈고무나무배달,< 10,< 10,0.2,1,20%,14.29%,높음,10
화분전국배달,< 10,< 10,0.1,1.3,4.77%,17.86%,높음,7
해피트리개업화분,< 10,< 10,0,0.3,-,14.29%,높음,7
코코넛바구니,< 10,< 10,0,0,-,-,높음,3
실내조경화분,< 10,< 10,0.1,0.3,7.15%,5%,높음,7
장애인원예,< 10,< 10,0,0.3,-,6.67%,높음,3
매장오픈화분,< 10,< 10,0,0.8,-,10.72%,높음,8
텋밝,< 10,< 10,0,0,-,-,낮음,0
식물액체영양제,< 10,< 10,0,0.3,-,3.13%,높음,3
식물성장수,< 10,< 10,0,0,-,-,중간,2
토양분석센터,< 10,< 10,0,0,-,-,중간,2
분석업체,< 10,< 10,0,0,-,-,높음,7
AT분석센타,< 10,< 10,1,0,16.67%,-,중간,1
비료분석,< 10,< 10,0,0,-,-,높음,3
미생물분석기관,< 10,< 10,0.3,0,9.53%,-,높음,7
유기물분석,< 10,< 10,0.3,0,4.77%,-,높음,7
성분검사의뢰,< 10,< 10,0.5,0.5,5%,5.56%,중간,7
경남마사토,< 10,< 10,0,0,-,-,낮음,0
마사토시공,< 10,< 10,0.4,0.3,8%,8.34%,중간,5
운동장마사토포장,< 10,< 10,0.3,0,16.67%,-,높음,3
여름상추모종,< 10,< 10,0,0,-,-,낮음,0
가시오이모종,< 10,< 10,0,0,-,-,낮음,0
고추묘종,< 10,< 10,0,0,-,-,낮음,0
배추모종가격,< 10,< 10,0,0,-,-,중간,6
상추모종종류,< 10,< 10,0,0,-,-,중간,6
옥수수모종가격,< 10,< 10,0,0,-,-,높음,3
완숙토마토모종,< 10,< 10,0,0,-,-,높음,3
자색땅콩모종,< 10,< 10,0,0,-,-,낮음,0
조롱박모종,< 10,< 10,0,0,-,-,중간,4
찰옥수수모종,< 10,< 10,0,0.3,-,5.56%,낮음,0
참깨영양제,< 10,< 10,0,0.3,-,7.15%,낮음,0
이온규산,< 10,< 10,0,1.3,-,17.86%,높음,3
작물활성제,< 10,< 10,0,0,-,-,높음,3
학교운동장공사,< 10,< 10,0,0,-,-,낮음,0
배추재배법,< 10,< 10,0,0,-,-,낮음,0
김장배추모종,< 10,< 10,0,0,-,-,중간,6
텃밭영양제,< 10,< 10,0,0,-,-,높음,7
마사토선별기,< 10,< 10,0.3,0,6.67%,-,높음,3
운동장공사,< 10,< 10,0,0.3,-,5%,높음,7
운동장보수,< 10,< 10,0,0,-,-,낮음,0
운동장평탄작업,< 10,< 10,0.6,0.3,11.43%,16.67%,높음,7
트리아눔,< 10,< 10,0,0,-,-,낮음,0
곰취모종판매,< 10,< 10,0,0,-,-,낮음,0
비료도매,< 10,< 10,0.3,0,11.12%,-,높음,3
강화마사토,< 10,< 10,0.3,1.3,6.67%,21.74%,높음,3
나무수간주사,< 10,< 10,0,0,-,-,높음,3
나무약품,< 10,< 10,0,0,-,-,중간,1
메디캡슐,< 10,< 10,0,0.3,-,9.1%,높음,3
소나무발근제,< 10,< 10,0,0.3,-,3.13%,높음,3
수간주사영양제,< 10,< 10,0.3,0,11.12%,-,높음,3
파워인젝션,< 10,< 10,0.4,0,8.34%,-,중간,2
하이리프,< 10,< 10,0,0,-,-,높음,3
활력액,< 10,< 10,0,0,-,-,낮음,0
